Zip Code,City,County,Type
76426,Bridgeport,Wise,Standard
76427,Bryson,Jack,Standard
76429,Caddo,Stephens,Standard
76430,Albany,Shackelford,Standard
76431,Chico,Wise,Standard
76432,Blanket,Brown,Standard
76433,Bluff Dale,Erath,Standard
76435,Carbon,Eastland,Standard
76436,Carlton,Hamilton,Standard
76437,Cisco,Eastland,Standard
76439,Dennis,Parker,P.O. Box
76442,Comanche,Comanche,Standard
76443,Cross Plains,Callahan,Standard
76444,De Leon,Comanche,Standard
76445,Desdemona,Eastland,Standard
76446,Dublin,Erath,Standard
76448,Eastland,Eastland,Standard
76449,Graford,Palo Pinto,Standard
76450,Graham,Young,Standard
76452,Energy,Comanche,P.O. Box
76453,Gordon,Palo Pinto,Standard
76454,Gorman,Eastland,Standard
76455,Gustine,Comanche,Standard
76457,Hico,Hamilton,Standard
76458,Jacksboro,Jack,Standard
76459,Jermyn,Jack,Standard
76460,Loving,Young,Standard
76461,Lingleville,Erath,P.O. Box
76462,Lipan,Hood,Standard
76463,Mingus,Palo Pinto,Standard
76464,Moran,Shackelford,Standard
76465,Morgan Mill,Erath,P.O. Box
76466,Olden,Eastland,P.O. Box
76467,Paluxy,Hood,P.O. Box
76468,Proctor,Comanche,P.O. Box
76469,Putnam,Callahan,P.O. Box
76470,Ranger,Eastland,Standard
76471,Rising Star,Eastland,Standard
76472,Santo,Palo Pinto,Standard
76474,Sidney,Comanche,Standard
76475,Strawn,Palo Pinto,Standard
76476,Tolar,Hood,Standard
76481,South Bend,Young,Standard
76483,Throckmorton,Throckmorton,Standard
76484,Palo Pinto,Palo Pinto,Standard
76485,Peaster,Parker,P.O. Box
76486,Perrin,Jack,Standard
76487,Poolville,Parker,Standard
76490,Whitt,Parker,Standard
76491,Woodson,Throckmorton,Standard
76501,Temple,Bell,Standard
76502,Temple,Bell,Standard
76503,Temple,Bell,P.O. Box
76504,Temple,Bell,Standard
76508,Temple,Bell,Unique
76511,Bartlett,Bell,Standard
76513,Belton,Bell,Standard
76518,Buckholts,Milam,Standard
76519,Burlington,Milam,Standard
76520,Cameron,Milam,Standard
76522,Copperas Cove,Coryell,Standard
76523,Davilla,Milam,P.O. Box
76524,Eddy,Mclennan,Standard
76525,Evant,Coryell,Standard
76526,Flat,Coryell,P.O. Box
76527,Florence,Williamson,Standard
76528,Gatesville,Coryell,Standard
76530,Granger,Williamson,Standard
76531,Hamilton,Hamilton,Standard
76533,Heidenheimer,Bell,P.O. Box
76534,Holland,Bell,Standard
76537,Jarrell,Williamson,Standard
76538,Jonesboro,Coryell,Standard
76539,Kempner,Lampasas,Standard
76540,Killeen,Bell,P.O. Box
76541,Killeen,Bell,Standard
76542,Killeen,Bell,Standard
76543,Killeen,Bell,Standard
76544,Fort Hood,Bell,Standard
76547,Killeen,Bell,P.O. Box
76548,Harker Heights,Bell,Standard
76549,Killeen,Bell,Standard
76550,Lampasas,Lampasas,Standard
76554,Little River Academy,Bell,Standard
76556,Milano,Milam,Standard
76557,Moody,Mclennan,Standard
76558,Mound,Coryell,P.O. Box
76559,Nolanville,Bell,Standard
76561,Oglesby,Coryell,Standard
76564,Pendleton,Bell,P.O. Box
76565,Pottsville,Hamilton,Standard
76566,Purmela,Coryell,Standard
76567,Rockdale,Milam,Standard
76569,Rogers,Bell,Standard
76570,Rosebud,Falls,Standard
76571,Salado,Bell,Standard
76573,Schwertner,Williamson,P.O. Box
76574,Taylor,Williamson,Standard
76577,Thorndale,Milam,Standard
76578,Thrall,Williamson,Standard
76579,Troy,Bell,Standard
76596,Gatesville,Coryell,Unique
76597,Gatesville,Coryell,Unique
76598,Gatesville,Coryell,Unique
76599,Gatesville,Coryell,Unique
76621,Abbott,Hill,Standard
76622,Aquilla,Hill,Standard
76623,Avalon,Ellis,P.O. Box
76624,Axtell,Mclennan,Standard
76626,Blooming Grove,Navarro,Standard
76627,Blum,Hill,Standard
76628,Brandon,Hill,P.O. Box
76629,Bremond,Robertson,Standard
76630,Bruceville,Mclennan,Standard
76631,Bynum,Hill,Standard
76632,Chilton,Falls,Standard
76633,China Spring,Mclennan,Standard
76634,Clifton,Bosque,Standard
76635,Coolidge,Limestone,Standard
76636,Covington,Hill,Standard
76637,Cranfills Gap,Bosque,Standard
76638,Crawford,Mclennan,Standard
76639,Dawson,Navarro,Standard
76640,Elm Mott,Mclennan,Standard
76641,Frost,Navarro,Standard
76642,Groesbeck,Limestone,Standard
76643,Hewitt,Mclennan,Standard
76644,Laguna Park,Bosque,P.O. Box
76645,Hillsboro,Hill,Standard
76648,Hubbard,Hill,Standard
76649,Iredell,Bosque,Standard
76650,Irene,Hill,P.O. Box
76651,Italy,Ellis,Standard
76652,Kopperl,Bosque,Standard
76653,Kosse,Limestone,Standard
76654,Leroy,Mclennan,P.O. Box
76655,Lorena,Mclennan,Standard
76656,Lott,Falls,Standard
76657,Mc Gregor,Mclennan,Standard
76660,Malone,Hill,Standard
76661,Marlin,Falls,Standard
76664,Mart,Mclennan,Standard
76665,Meridian,Bosque,Standard
76666,Mertens,Hill,Standard
76667,Mexia,Limestone,Standard
76670,Milford,Ellis,Standard
76671,Morgan,Bosque,Standard
76673,Mount Calm,Hill,Standard
76676,Penelope,Hill,Standard
76678,Prairie Hill,Limestone,Standard
76679,Purdon,Navarro,Standard
76680,Reagan,Falls,Standard
76681,Richland,Navarro,Standard
76682,Riesel,Mclennan,Standard
76684,Ross,Mclennan,P.O. Box
76685,Satin,Falls,Standard
76686,Tehuacana,Limestone,P.O. Box
76687,Thornton,Limestone,Standard
76689,Valley Mills,Bosque,Standard
76690,Walnut Springs,Bosque,Standard
76691,West,Mclennan,Standard
76692,Whitney,Hill,Standard
76693,Wortham,Freestone,Standard
76701,Waco,Mclennan,Standard
76702,Waco,Mclennan,P.O. Box
76703,Waco,Mclennan,P.O. Box
76704,Waco,Mclennan,Standard
76705,Waco,Mclennan,Standard
76706,Waco,Mclennan,Standard
76707,Waco,Mclennan,Standard
76708,Waco,Mclennan,Standard
76710,Waco,Mclennan,Standard
76711,Waco,Mclennan,Standard
76712,Woodway,Mclennan,Standard
76714,Waco,Mclennan,P.O. Box
76715,Waco,Mclennan,P.O. Box
76716,Waco,Mclennan,P.O. Box
76797,Waco,Mclennan,Unique
76798,Waco,Mclennan,Standard
76799,Waco,Mclennan,Unique
76801,Brownwood,Brown,Standard
76802,Early,Brown,Standard
76803,Early,Brown,P.O. Box
76804,Brownwood,Brown,P.O. Box
76820,Art,Mason,Standard
76821,Ballinger,Runnels,Standard
76823,Bangs,Brown,Standard
76824,Bend,San Saba,P.O. Box
76825,Brady,Mcculloch,Standard
76827,Brookesmith,Brown,Standard
76828,Burkett,Coleman,Standard
76831,Castell,Llano,Standard
76832,Cherokee,San Saba,Standard
76834,Coleman,Coleman,Standard
76836,Doole,Mcculloch,Standard
76837,Eden,Concho,Standard
76841,Fort Mc Kavett,Menard,Standard
76842,Fredonia,Mason,Standard
76844,Goldthwaite,Mills,Standard
76845,Gouldbusk,Coleman,Standard
76848,Hext,Menard,Standard
76849,Junction,Kimble,Standard
76852,Lohn,Mcculloch,Standard
76853,Lometa,Lampasas,Standard
76854,London,Kimble,Standard
76855,Lowake,Concho,P.O. Box
76856,Mason,Mason,Standard
76857,May,Brown,Standard
76858,Melvin,Mcculloch,Standard
76859,Menard,Menard,Standard
76861,Miles,Runnels,Standard
76862,Millersview,Concho,Standard
76864,Mullin,Mills,Standard
76865,Norton,Runnels,Standard
76866,Paint Rock,Concho,Standard
76869,Pontotoc,Mason,Standard
76870,Priddy,Mills,Standard
76871,Richland Springs,San Saba,Standard
76872,Rochelle,Mcculloch,Standard
76873,Rockwood,Coleman,Standard
76874,Roosevelt,Kimble,Standard
76875,Rowena,Runnels,Standard
76877,San Saba,San Saba,Standard
76878,Santa Anna,Coleman,Standard
76880,Star,Mills,P.O. Box
76882,Talpa,Coleman,Standard
76883,Telegraph,Edwards,Standard
76884,Valera,Coleman,Standard
76885,Valley Spring,Llano,Standard
76886,Veribest,Tom Green,P.O. Box
76887,Voca,Mcculloch,Standard
76888,Voss,Coleman,Standard
76890,Zephyr,Brown,Standard
76901,San Angelo,Tom Green,Standard
76902,San Angelo,Tom Green,P.O. Box
76903,San Angelo,Tom Green,Standard
76904,San Angelo,Tom Green,Standard
76905,San Angelo,Tom Green,Standard
76906,San Angelo,Tom Green,P.O. Box
76908,Goodfellow AFB,Tom Green,Standard
76909,San Angelo,Tom Green,Unique
76930,Barnhart,Irion,P.O. Box
76932,Big Lake,Reagan,Standard
76933,Bronte,Coke,Standard
76934,Carlsbad,Tom Green,Standard
76935,Christoval,Tom Green,Standard
76936,Eldorado,Schleicher,Standard
76937,Eola,Concho,Standard
76939,Knickerbocker,Tom Green,P.O. Box
76940,Mereta,Tom Green,Standard
76941,Mertzon,Irion,Standard
76943,Ozona,Crockett,Standard
76945,Robert Lee,Coke,Standard
76949,Silver,Coke,Standard
76950,Sonora,Sutton,Standard
76951,Sterling City,Sterling,Standard
76953,Tennyson,Coke,P.O. Box
76955,Vancourt,Tom Green,Standard
76957,Wall,Tom Green,Standard
76958,Water Valley,Tom Green,P.O. Box
77001,Houston,Harris,P.O. Box
77002,Houston,Harris,Standard
77003,Houston,Harris,Standard
77004,Houston,Harris,Standard
77005,Houston,Harris,Standard
77006,Houston,Harris,Standard
77007,Houston,Harris,Standard
77008,Houston,Harris,Standard
77009,Houston,Harris,Standard
77010,Houston,Harris,Standard
77011,Houston,Harris,Standard
77012,Houston,Harris,Standard
77013,Houston,Harris,Standard
77014,Houston,Harris,Standard
77015,Houston,Harris,Standard
77016,Houston,Harris,Standard
77017,Houston,Harris,Standard
77018,Houston,Harris,Standard
77019,Houston,Harris,Standard
77020,Houston,Harris,Standard
77021,Houston,Harris,Standard
77022,Houston,Harris,Standard
77023,Houston,Harris,Standard
77024,Houston,Harris,Standard
77025,Houston,Harris,Standard
77026,Houston,Harris,Standard
77027,Houston,Harris,Standard
77028,Houston,Harris,Standard
77029,Houston,Harris,Standard
77030,Houston,Harris,Standard
77031,Houston,Harris,Standard
77032,Houston,Harris,Standard
77033,Houston,Harris,Standard
77034,Houston,Harris,Standard
77035,Houston,Harris,Standard
77036,Houston,Harris,Standard
77037,Houston,Harris,Standard
77038,Houston,Harris,Standard
77039,Houston,Harris,Standard
77040,Houston,Harris,Standard
77041,Houston,Harris,Standard
77042,Houston,Harris,Standard
77043,Houston,Harris,Standard
77044,Houston,Harris,Standard
77045,Houston,Harris,Standard
77046,Houston,Harris,Standard
77047,Houston,Harris,Standard
77048,Houston,Harris,Standard
77049,Houston,Harris,Standard
77050,Houston,Harris,Standard
77051,Houston,Harris,Standard
77052,Houston,Harris,P.O. Box
77053,Houston,Fort Bend,Standard
77054,Houston,Harris,Standard
77055,Houston,Harris,Standard
77056,Houston,Harris,Standard
77057,Houston,Harris,Standard
77058,Houston,Harris,Standard
77059,Houston,Harris,Standard
77060,Houston,Harris,Standard
77061,Houston,Harris,Standard
77062,Houston,Harris,Standard
77063,Houston,Harris,Standard
77064,Houston,Harris,Standard
77065,Houston,Harris,Standard
77066,Houston,Harris,Standard
77067,Houston,Harris,Standard
77068,Houston,Harris,Standard
77069,Houston,Harris,Standard
77070,Houston,Harris,Standard
77071,Houston,Harris,Standard
77072,Houston,Harris,Standard
77073,Houston,Harris,Standard
77074,Houston,Harris,Standard
77075,Houston,Harris,Standard
77076,Houston,Harris,Standard
77077,Houston,Harris,Standard
77078,Houston,Harris,Standard
77079,Houston,Harris,Standard
77080,Houston,Harris,Standard
77081,Houston,Harris,Standard
77082,Houston,Harris,Standard
77083,Houston,Harris,Standard
77084,Houston,Harris,Standard
77085,Houston,Harris,Standard
77086,Houston,Harris,Standard
77087,Houston,Harris,Standard
77088,Houston,Harris,Standard
77089,Houston,Harris,Standard
77090,Houston,Harris,Standard
77091,Houston,Harris,Standard
77092,Houston,Harris,Standard
77093,Houston,Harris,Standard
77094,Houston,Harris,Standard
77095,Houston,Harris,Standard
77096,Houston,Harris,Standard
77098,Houston,Harris,Standard
77099,Houston,Harris,Standard
77201,Houston,Harris,Standard
77202,Houston,Harris,P.O. Box
77203,Houston,Harris,P.O. Box
77204,Houston,Harris,Unique
77205,Houston,Harris,P.O. Box
77206,Houston,Harris,P.O. Box
77207,Houston,Harris,P.O. Box
77208,Houston,Harris,P.O. Box
77209,Houston,Harris,Unique
77210,Houston,Harris,P.O. Box
77212,Houston,Harris,Unique
77213,Houston,Harris,P.O. Box
77215,Houston,Harris,P.O. Box
77216,Houston,Harris,Unique
77217,Houston,Harris,P.O. Box
77218,Houston,Harris,P.O. Box
77219,Houston,Harris,P.O. Box
77220,Houston,Harris,P.O. Box
77221,Houston,Harris,P.O. Box
77222,Houston,Harris,P.O. Box
77223,Houston,Harris,P.O. Box
77224,Houston,Harris,P.O. Box
77225,Houston,Harris,P.O. Box
77226,Houston,Harris,P.O. Box
77227,Houston,Harris,P.O. Box
77228,Houston,Harris,P.O. Box
77229,Houston,Harris,P.O. Box
77230,Houston,Harris,P.O. Box
77231,Houston,Harris,P.O. Box
77233,Houston,Harris,P.O. Box
77234,Houston,Harris,P.O. Box
77235,Houston,Harris,P.O. Box
77236,Houston,Harris,P.O. Box
77237,Houston,Harris,P.O. Box
77238,Houston,Harris,P.O. Box
77240,Houston,Harris,P.O. Box
77241,Houston,Harris,P.O. Box
77242,Houston,Harris,P.O. Box
77243,Houston,Harris,P.O. Box
77244,Houston,Harris,P.O. Box
77245,Houston,Harris,P.O. Box
77248,Houston,Harris,P.O. Box
77249,Houston,Harris,P.O. Box
77251,Houston,Harris,P.O. Box
77252,Houston,Harris,P.O. Box
77253,Houston,Harris,P.O. Box
77254,Houston,Harris,P.O. Box
77255,Houston,Harris,P.O. Box
77256,Houston,Harris,P.O. Box
77257,Houston,Harris,P.O. Box
77258,Houston,Harris,P.O. Box
77259,Houston,Harris,P.O. Box
77261,Houston,Harris,P.O. Box
77262,Houston,Harris,P.O. Box
77263,Houston,Harris,P.O. Box
77265,Houston,Harris,P.O. Box
77266,Houston,Harris,P.O. Box
77267,Houston,Harris,P.O. Box
77268,Houston,Harris,P.O. Box
77269,Houston,Harris,P.O. Box
77270,Houston,Harris,P.O. Box
77271,Houston,Harris,P.O. Box
77272,Houston,Harris,P.O. Box
77273,Houston,Harris,P.O. Box
77274,Houston,Harris,P.O. Box
77275,Houston,Harris,P.O. Box
77277,Houston,Harris,P.O. Box
77279,Houston,Harris,P.O. Box
77280,Houston,Harris,P.O. Box
77282,Houston,Harris,P.O. Box
77284,Houston,Harris,P.O. Box
77287,Houston,Harris,P.O. Box
77288,Houston,Harris,P.O. Box
77289,Houston,Harris,P.O. Box
77290,Houston,Harris,P.O. Box
77291,Houston,Harris,P.O. Box
77292,Houston,Harris,P.O. Box
77293,Houston,Harris,P.O. Box
77297,Houston,Harris,Unique
77299,Houston,Harris,Unique
77301,Conroe,Montgomery,Standard
77302,Conroe,Montgomery,Standard
77303,Conroe,Montgomery,Standard
77304,Conroe,Montgomery,Standard
77305,Conroe,Montgomery,P.O. Box
77306,Conroe,Montgomery,Standard
77315,North Houston,Harris,Standard
77316,Montgomery,Montgomery,Standard
77318,Willis,Montgomery,Standard
77320,Huntsville,Walker,Standard
77325,Kingwood,Harris,P.O. Box
77326,Ace,Polk,P.O. Box
77327,Cleveland,Liberty,Standard
77328,Cleveland,Liberty,Standard
77331,Coldspring,San Jacinto,Standard
77332,Dallardsville,Polk,P.O. Box
77333,Dobbin,Montgomery,P.O. Box
77334,Dodge,Walker,P.O. Box
77335,Goodrich,Polk,Standard
77336,Huffman,Harris,Standard
77337,Hufsmith,Harris,P.O. Box
77338,Humble,Harris,Standard
77339,Kingwood,Harris,Standard
77340,Huntsville,Walker,Standard
77341,Huntsville,Walker,Unique
77342,Huntsville,Walker,P.O. Box
77343,Huntsville,Walker,Unique
77344,Huntsville,Walker,Unique
77345,Kingwood,Harris,Standard
77346,Humble,Harris,Standard
77347,Humble,Harris,P.O. Box
77348,Huntsville,Walker,Unique
77349,Huntsville,Walker,Unique
77350,Leggett,Polk,P.O. Box
77351,Livingston,Polk,Standard
77353,Magnolia,Montgomery,P.O. Box
77354,Magnolia,Montgomery,Standard
77355,Magnolia,Montgomery,Standard
77356,Montgomery,Montgomery,Standard
77357,New Caney,Montgomery,Standard
77358,New Waverly,Walker,Standard
77359,Oakhurst,San Jacinto,Standard
77360,Onalaska,Polk,Standard
77362,Pinehurst,Montgomery,Standard
77363,Plantersville,Grimes,Standard
77364,Pointblank,San Jacinto,Standard
77365,Porter,Montgomery,Standard
77367,Riverside,Walker,P.O. Box
77368,Romayor,Liberty,P.O. Box
77369,Rye,Liberty,P.O. Box
77371,Shepherd,San Jacinto,Standard
77372,Splendora,Montgomery,Standard
77373,Spring,Harris,Standard
77374,Thicket,Hardin,P.O. Box
77375,Tomball,Harris,Standard
77376,Votaw,Hardin,P.O. Box
77377,Tomball,Harris,Standard
77378,Willis,Montgomery,Standard
77379,Spring,Harris,Standard
77380,Spring,Montgomery,Standard
77381,Spring,Montgomery,Standard
77382,Spring,Montgomery,Standard
77383,Spring,Harris,P.O. Box
77384,Conroe,Montgomery,Standard
77385,Conroe,Montgomery,Standard
77386,Spring,Montgomery,Standard
77387,Spring,Montgomery,P.O. Box
77388,Spring,Harris,Standard
77389,Spring,Harris,Standard
77391,Spring,Harris,P.O. Box
77393,Spring,Montgomery,P.O. Box
77396,Humble,Harris,Standard
77399,Livingston,Polk,Unique
77401,Bellaire,Harris,Standard
77402,Bellaire,Harris,P.O. Box
77404,Bay City,Matagorda,P.O. Box
77406,Richmond,Fort Bend,Standard
77407,Richmond,Fort Bend,Standard
77410,Cypress,Harris,P.O. Box
77411,Alief,Harris,P.O. Box
77412,Altair,Colorado,P.O. Box
77413,Barker,Harris,P.O. Box
77414,Bay City,Matagorda,Standard
77415,Cedar Lane,Matagorda,P.O. Box
77417,Beasley,Fort Bend,Standard
77418,Bellville,Austin,Standard
77419,Blessing,Matagorda,P.O. Box
77420,Boling,Wharton,Standard
77422,Brazoria,Brazoria,Standard
77423,Brookshire,Waller,Standard
77426,Chappell Hill,Washington,Standard
77428,Collegeport,Matagorda,P.O. Box
77429,Cypress,Harris,Standard
77430,Damon,Brazoria,Standard
77431,Danciger,Brazoria,P.O. Box
77432,Danevang,Wharton,P.O. Box
77433,Cypress,Harris,Standard
77434,Eagle Lake,Colorado,Standard
77435,East Bernard,Wharton,Standard
77436,Egypt,Wharton,P.O. Box
77437,El Campo,Wharton,Standard
77440,Elmaton,Matagorda,P.O. Box
77441,Fulshear,Fort Bend,Standard
77442,Garwood,Colorado,Standard
77443,Glen Flora,Wharton,P.O. Box
77444,Guy,Fort Bend,Standard
77445,Hempstead,Waller,Standard
77446,Prairie View,Waller,P.O. Box
77447,Hockley,Harris,Standard
77448,Hungerford,Wharton,P.O. Box
77449,Katy,Harris,Standard
77450,Katy,Harris,Standard
77451,Kendleton,Fort Bend,P.O. Box
77452,Kenney,Austin,P.O. Box
77453,Lane City,Wharton,P.O. Box
77454,Lissie,Wharton,P.O. Box
77455,Louise,Wharton,Standard
77456,Markham,Matagorda,P.O. Box
77457,Matagorda,Matagorda,P.O. Box
77458,Midfield,Matagorda,P.O. Box
77459,Missouri City,Fort Bend,Standard
77460,Nada,Colorado,P.O. Box
77461,Needville,Fort Bend,Standard
77463,Old Ocean,Brazoria,P.O. Box
77464,Orchard,Fort Bend,P.O. Box
77465,Palacios,Matagorda,Standard
77466,Pattison,Waller,P.O. Box
77467,Pierce,Wharton,P.O. Box
77468,Pledger,Matagorda,Standard
77469,Richmond,Fort Bend,Standard
77470,Rock Island,Colorado,P.O. Box
77471,Rosenberg,Fort Bend,Standard
77473,San Felipe,Austin,P.O. Box
77474,Sealy,Austin,Standard
77475,Sheridan,Colorado,P.O. Box
77476,Simonton,Fort Bend,P.O. Box
77477,Stafford,Fort Bend,Standard
77478,Sugar Land,Fort Bend,Standard
77479,Sugar Land,Fort Bend,Standard
77480,Sweeny,Brazoria,Standard
77481,Thompsons,Fort Bend,P.O. Box
77482,Van Vleck,Matagorda,Standard
77483,Wadsworth,Matagorda,P.O. Box
77484,Waller,Harris,Standard
77485,Wallis,Austin,Standard
77486,West Columbia,Brazoria,Standard
77487,Sugar Land,Fort Bend,P.O. Box
77488,Wharton,Wharton,Standard
77489,Missouri City,Fort Bend,Standard
77491,Katy,Harris,P.O. Box
77492,Katy,Harris,P.O. Box
77493,Katy,Harris,Standard
77494,Katy,Fort Bend,Standard
77496,Sugar Land,Fort Bend,P.O. Box
77497,Stafford,Fort Bend,P.O. Box
77498,Sugar Land,Fort Bend,Standard
77501,Pasadena,Harris,P.O. Box
77502,Pasadena,Harris,Standard
77503,Pasadena,Harris,Standard
77504,Pasadena,Harris,Standard
77505,Pasadena,Harris,Standard
77506,Pasadena,Harris,Standard
77507,Pasadena,Harris,Standard
77508,Pasadena,Harris,P.O. Box
77510,Santa Fe,Galveston,Standard
77511,Alvin,Brazoria,Standard
77512,Alvin,Brazoria,P.O. Box
77514,Anahuac,Chambers,Standard
77515,Angleton,Brazoria,Standard
77516,Angleton,Brazoria,P.O. Box
77517,Santa Fe,Galveston,Standard
77518,Bacliff,Galveston,Standard
77519,Batson,Hardin,Standard
77520,Baytown,Harris,Standard
77521,Baytown,Harris,Standard
77522,Baytown,Harris,P.O. Box
77523,Baytown,Chambers,Standard
77530,Channelview,Harris,Standard
77531,Clute,Brazoria,Standard
77532,Crosby,Harris,Standard
77533,Daisetta,Liberty,P.O. Box
77534,Danbury,Brazoria,Standard
77535,Dayton,Liberty,Standard
77536,Deer Park,Harris,Standard
77538,Devers,Liberty,Standard
77539,Dickinson,Galveston,Standard
77541,Freeport,Brazoria,Standard
77542,Freeport,Brazoria,P.O. Box
77545,Fresno,Fort Bend,Standard
77546,Friendswood,Galveston,Standard
77547,Galena Park,Harris,Standard
77549,Friendswood,Galveston,P.O. Box
77550,Galveston,Galveston,Standard
77551,Galveston,Galveston,Standard
77552,Galveston,Galveston,P.O. Box
77553,Galveston,Galveston,P.O. Box
77554,Galveston,Galveston,Standard
77555,Galveston,Galveston,Unique
77560,Hankamer,Chambers,Standard
77561,Hardin,Liberty,P.O. Box
77562,Highlands,Harris,Standard
77563,Hitchcock,Galveston,Standard
77564,Hull,Liberty,Standard
77565,Kemah,Galveston,Standard
77566,Lake Jackson,Brazoria,Standard
77568,La Marque,Galveston,Standard
77571,La Porte,Harris,Standard
77572,La Porte,Harris,P.O. Box
77573,League City,Galveston,Standard
77574,League City,Galveston,P.O. Box
77575,Liberty,Liberty,Standard
77577,Liverpool,Brazoria,Standard
77578,Manvel,Brazoria,Standard
77580,Mont Belvieu,Chambers,P.O. Box
77581,Pearland,Brazoria,Standard
77582,Raywood,Liberty,P.O. Box
77583,Rosharon,Brazoria,Standard
77584,Pearland,Brazoria,Standard
77585,Saratoga,Hardin,Standard
77586,Seabrook,Harris,Standard
77587,South Houston,Harris,Standard
77588,Pearland,Brazoria,P.O. Box
77590,Texas City,Galveston,Standard
77591,Texas City,Galveston,Standard
77592,Texas City,Galveston,P.O. Box
77597,Wallisville,Chambers,Standard
77598,Webster,Harris,Standard
77611,Bridge City,Orange,Standard
77612,Buna,Jasper,Standard
77613,China,Jefferson,P.O. Box
77614,Deweyville,Newton,P.O. Box
77615,Evadale,Jasper,P.O. Box
77616,Fred,Tyler,Standard
77617,Gilchrist,Galveston,P.O. Box
77619,Groves,Jefferson,Standard
77622,Hamshire,Jefferson,Standard
77623,High Island,Galveston,P.O. Box
77624,Hillister,Tyler,Standard
77625,Kountze,Hardin,Standard
77626,Mauriceville,Orange,P.O. Box
77627,Nederland,Jefferson,Standard
77629,Nome,Jefferson,P.O. Box
77630,Orange,Orange,Standard
77631,Orange,Orange,P.O. Box
77632,Orange,Orange,Standard
77639,Orangefield,Orange,P.O. Box
77640,Port Arthur,Jefferson,Standard
77641,Port Arthur,Jefferson,P.O. Box
77642,Port Arthur,Jefferson,Standard
77643,Port Arthur,Jefferson,P.O. Box
77650,Port Bolivar,Galveston,P.O. Box
77651,Port Neches,Jefferson,Standard
77655,Sabine Pass,Jefferson,Standard
77656,Silsbee,Hardin,Standard
77657,Lumberton,Hardin,Standard
77659,Sour Lake,Hardin,Standard
77660,Spurger,Tyler,Standard
77661,Stowell,Chambers,P.O. Box
77662,Vidor,Orange,Standard
77663,Village Mills,Hardin,P.O. Box
77664,Warren,Tyler,Standard
77665,Winnie,Chambers,Standard
77670,Vidor,Orange,P.O. Box
77701,Beaumont,Jefferson,Standard
77702,Beaumont,Jefferson,Standard
77703,Beaumont,Jefferson,Standard
77704,Beaumont,Jefferson,P.O. Box
77705,Beaumont,Jefferson,Standard
77706,Beaumont,Jefferson,Standard
77707,Beaumont,Jefferson,Standard
77708,Beaumont,Jefferson,Standard
77710,Beaumont,Jefferson,P.O. Box
77713,Beaumont,Jefferson,Standard
77720,Beaumont,Jefferson,P.O. Box
77725,Beaumont,Jefferson,P.O. Box
77726,Beaumont,Jefferson,P.O. Box
77801,Bryan,Brazos,Standard
77802,Bryan,Brazos,Standard
77803,Bryan,Brazos,Standard
77805,Bryan,Brazos,P.O. Box
77806,Bryan,Brazos,P.O. Box
77807,Bryan,Brazos,Standard
77808,Bryan,Brazos,Standard
77830,Anderson,Grimes,Standard
77831,Bedias,Grimes,Standard
77833,Brenham,Washington,Standard
77834,Brenham,Washington,P.O. Box
77835,Burton,Washington,Standard
77836,Caldwell,Burleson,Standard
77837,Calvert,Robertson,Standard
77838,Chriesman,Burleson,P.O. Box
77840,College Station,Brazos,Standard
77841,College Station,Brazos,P.O. Box
77842,College Station,Brazos,P.O. Box
77843,College Station,Brazos,Unique
77844,College Station,Brazos,P.O. Box
77845,College Station,Brazos,Standard
77850,Concord,Leon,P.O. Box
77852,Deanville,Burleson,P.O. Box
77853,Dime Box,Lee,Standard
77855,Flynn,Leon,P.O. Box
77856,Franklin,Robertson,Standard
77857,Gause,Milam,P.O. Box
77859,Hearne,Robertson,Standard
77861,Iola,Grimes,Standard
77862,Kurten,Brazos,P.O. Box
77863,Lyons,Burleson,P.O. Box
77864,Madisonville,Madison,Standard
77865,Marquez,Leon,Standard
77866,Millican,Brazos,P.O. Box
77867,Mumford,Robertson,P.O. Box
77868,Navasota,Grimes,Standard
77870,New Baden,Robertson,P.O. Box
77871,Normangee,Leon,Standard
77872,North Zulch,Madison,Standard
77873,Richards,Grimes,Standard
77875,Roans Prairie,Grimes,P.O. Box
77876,Shiro,Grimes,P.O. Box
77878,Snook,Burleson,P.O. Box
77879,Somerville,Burleson,Standard
77880,Washington,Washington,Standard
77881,Wellborn,Brazos,P.O. Box
77882,Wheelock,Robertson,P.O. Box
77901,Victoria,Victoria,Standard
77902,Victoria,Victoria,P.O. Box
77903,Victoria,Victoria,P.O. Box
77904,Victoria,Victoria,Standard
77905,Victoria,Victoria,Standard
77950,Austwell,Refugio,P.O. Box
77951,Bloomington,Victoria,P.O. Box
77954,Cuero,De Witt,Standard
77957,Edna,Jackson,Standard
77960,Fannin,Goliad,P.O. Box
77961,Francitas,Jackson,P.O. Box
77962,Ganado,Jackson,Standard
77963,Goliad,Goliad,Standard
77964,Hallettsville,Lavaca,Standard
77967,Hochheim,De Witt,P.O. Box
77968,Inez,Victoria,Standard
77969,La Salle,Jackson,P.O. Box
77970,La Ward,Jackson,P.O. Box
77971,Lolita,Jackson,Standard
77973,Mcfaddin,Victoria,P.O. Box
77974,Meyersville,De Witt,Standard
77975,Moulton,Lavaca,Standard
77976,Nursery,Victoria,P.O. Box
77977,Placedo,Victoria,P.O. Box
77978,Point Comfort,Calhoun,P.O. Box
77979,Port Lavaca,Calhoun,Standard
