Zip Code,City,County,Type
77982,Port O Connor,Calhoun,P.O. Box
77983,Seadrift,Calhoun,Standard
77984,Shiner,Lavaca,Standard
77986,Sublime,Lavaca,P.O. Box
77987,Sweet Home,Lavaca,P.O. Box
77988,Telferner,Victoria,P.O. Box
77989,Thomaston,De Witt,P.O. Box
77990,Tivoli,Refugio,Standard
77991,Vanderbilt,Jackson,P.O. Box
77993,Weesatche,Goliad,P.O. Box
77994,Westhoff,De Witt,Standard
77995,Yoakum,Lavaca,Standard
78001,Artesia Wells,La Salle,P.O. Box
78002,Atascosa,Bexar,Standard
78003,Bandera,Bandera,Standard
78004,Bergheim,Kendall,Standard
78005,Bigfoot,Frio,Standard
78006,Boerne,Kendall,Standard
78007,Calliham,Mcmullen,Standard
78008,Campbellton,Atascosa,Standard
78009,Castroville,Medina,Standard
78010,Center Point,Kerr,Standard
78011,Charlotte,Atascosa,Standard
78012,Christine,Atascosa,Standard
78013,Comfort,Kendall,Standard
78014,Cotulla,La Salle,Standard
78015,Boerne,Kendall,Standard
78016,Devine,Medina,Standard
78017,Dilley,Frio,Standard
78019,Encinal,La Salle,P.O. Box
78021,Fowlerton,La Salle,Standard
78022,George West,Live Oak,Standard
78023,Helotes,Bexar,Standard
78024,Hunt,Kerr,Standard
78025,Ingram,Kerr,Standard
78026,Jourdanton,Atascosa,Standard
78027,Kendalia,Kendall,Standard
78028,Kerrville,Kerr,Standard
78029,Kerrville,Kerr,P.O. Box
78039,La Coste,Medina,Standard
78040,Laredo,Webb,Standard
78041,Laredo,Webb,Standard
78042,Laredo,Webb,P.O. Box
78043,Laredo,Webb,Standard
78044,Laredo,Webb,P.O. Box
78045,Laredo,Webb,Standard
78046,Laredo,Webb,Standard
78050,Leming,Atascosa,P.O. Box
78052,Lytle,Atascosa,Standard
78054,Macdona,Bexar,P.O. Box
78055,Medina,Bandera,Standard
78056,Mico,Medina,Standard
78057,Moore,Frio,Standard
78058,Mountain Home,Kerr,Standard
78059,Natalia,Medina,Standard
78060,Oakville,Live Oak,Standard
78061,Pearsall,Frio,Standard
78062,Peggy,Atascosa,P.O. Box
78063,Pipe Creek,Bandera,Standard
78064,Pleasanton,Atascosa,Standard
78065,Poteet,Atascosa,Standard
78066,Rio Medina,Medina,Standard
78067,San Ygnacio,Zapata,Standard
78069,Somerset,Bexar,Standard
78070,Spring Branch,Comal,Standard
78071,Three Rivers,Live Oak,Standard
78072,Tilden,Mcmullen,Standard
78073,Von Ormy,Bexar,Standard
78074,Waring,Kendall,P.O. Box
78075,Whitsett,Live Oak,Standard
78076,Zapata,Zapata,Standard
78101,Adkins,Bexar,Standard
78102,Beeville,Bee,Standard
78104,Beeville,Bee,P.O. Box
78107,Berclair,Goliad,P.O. Box
78108,Cibolo,Guadalupe,Standard
78109,Converse,Bexar,Standard
78111,Ecleto,Karnes,Standard
78112,Elmendorf,Bexar,Standard
78113,Falls City,Karnes,Standard
78114,Floresville,Wilson,Standard
78115,Geronimo,Guadalupe,P.O. Box
78116,Gillett,Karnes,Standard
78117,Hobson,Karnes,Standard
78118,Karnes City,Karnes,Standard
78119,Kenedy,Karnes,Standard
78121,La Vernia,Wilson,Standard
78122,Leesville,Gonzales,Standard
78123,Mc Queeney,Guadalupe,Standard
78124,Marion,Guadalupe,Standard
78125,Mineral,Bee,P.O. Box
78130,New Braunfels,Comal,Standard
78131,New Braunfels,Comal,P.O. Box
78132,New Braunfels,Comal,Standard
78133,Canyon Lake,Comal,Standard
78135,New Braunfels,Comal,Standard
78140,Nixon,Gonzales,Standard
78141,Nordheim,De Witt,Standard
78142,Normanna,Bee,P.O. Box
78143,Pandora,Wilson,P.O. Box
78144,Panna Maria,Karnes,P.O. Box
78145,Pawnee,Bee,P.O. Box
78146,Pettus,Bee,P.O. Box
78147,Poth,Wilson,P.O. Box
78148,Universal City,Bexar,Standard
78150,Jbsa Randolph,Bexar,Standard
78151,Runge,Karnes,Standard
78152,Saint Hedwig,Bexar,Standard
78154,Schertz,Guadalupe,Standard
78155,Seguin,Guadalupe,Standard
78156,Seguin,Guadalupe,P.O. Box
78159,Smiley,Gonzales,Standard
78160,Stockdale,Wilson,Standard
78161,Sutherland Springs,Wilson,Standard
78162,Tuleta,Bee,P.O. Box
78163,Bulverde,Comal,Standard
78164,Yorktown,De Witt,Standard
78201,San Antonio,Bexar,Standard
78202,San Antonio,Bexar,Standard
78203,San Antonio,Bexar,Standard
78204,San Antonio,Bexar,Standard
78205,San Antonio,Bexar,Standard
78206,San Antonio,Bexar,Standard
78207,San Antonio,Bexar,Standard
78208,San Antonio,Bexar,Standard
78209,San Antonio,Bexar,Standard
78210,San Antonio,Bexar,Standard
78211,San Antonio,Bexar,Standard
78212,San Antonio,Bexar,Standard
78213,San Antonio,Bexar,Standard
78214,San Antonio,Bexar,Standard
78215,San Antonio,Bexar,Standard
78216,San Antonio,Bexar,Standard
78217,San Antonio,Bexar,Standard
78218,San Antonio,Bexar,Standard
78219,San Antonio,Bexar,Standard
78220,San Antonio,Bexar,Standard
78221,San Antonio,Bexar,Standard
78222,San Antonio,Bexar,Standard
78223,San Antonio,Bexar,Standard
78224,San Antonio,Bexar,Standard
78225,San Antonio,Bexar,Standard
78226,San Antonio,Bexar,Standard
78227,San Antonio,Bexar,Standard
78228,San Antonio,Bexar,Standard
78229,San Antonio,Bexar,Standard
78230,San Antonio,Bexar,Standard
78231,San Antonio,Bexar,Standard
78232,San Antonio,Bexar,Standard
78233,San Antonio,Bexar,Standard
78234,Jbsa Ft Sam Houston,Bexar,Standard
78235,San Antonio,Bexar,Standard
78236,Jbsa Lackland,Bexar,Standard
78237,San Antonio,Bexar,Standard
78238,San Antonio,Bexar,Standard
78239,San Antonio,Bexar,Standard
78240,San Antonio,Bexar,Standard
78241,San Antonio,Bexar,Standard
78242,San Antonio,Bexar,Standard
78243,San Antonio,Bexar,Standard
78244,San Antonio,Bexar,Standard
78245,San Antonio,Bexar,Standard
78246,San Antonio,Bexar,P.O. Box
78247,San Antonio,Bexar,Standard
78248,San Antonio,Bexar,Standard
78249,San Antonio,Bexar,Standard
78250,San Antonio,Bexar,Standard
78251,San Antonio,Bexar,Standard
78252,San Antonio,Bexar,Standard
78253,San Antonio,Bexar,Standard
78254,San Antonio,Bexar,Standard
78255,San Antonio,Bexar,Standard
78256,San Antonio,Bexar,Standard
78257,San Antonio,Bexar,Standard
78258,San Antonio,Bexar,Standard
78259,San Antonio,Bexar,Standard
78260,San Antonio,Bexar,Standard
78261,San Antonio,Bexar,Standard
78263,San Antonio,Bexar,Standard
78264,San Antonio,Bexar,Standard
78265,San Antonio,Bexar,P.O. Box
78266,San Antonio,Comal,Standard
78268,San Antonio,Bexar,P.O. Box
78269,San Antonio,Bexar,P.O. Box
78270,San Antonio,Bexar,P.O. Box
78278,San Antonio,Bexar,P.O. Box
78279,San Antonio,Bexar,P.O. Box
78280,San Antonio,Bexar,P.O. Box
78283,San Antonio,Bexar,P.O. Box
78284,San Antonio,Bexar,Standard
78285,San Antonio,Bexar,Standard
78288,San Antonio,Bexar,Unique
78289,San Antonio,Bexar,Unique
78291,San Antonio,Bexar,P.O. Box
78292,San Antonio,Bexar,P.O. Box
78293,San Antonio,Bexar,P.O. Box
78294,San Antonio,Bexar,P.O. Box
78295,San Antonio,Bexar,P.O. Box
78296,San Antonio,Bexar,P.O. Box
78297,San Antonio,Bexar,P.O. Box
78298,San Antonio,Bexar,P.O. Box
78299,San Antonio,Bexar,P.O. Box
78330,Agua Dulce,Nueces,Standard
78332,Alice,Jim Wells,Standard
78333,Alice,Jim Wells,P.O. Box
78335,Aransas Pass,San Patricio,P.O. Box
78336,Aransas Pass,San Patricio,Standard
78338,Armstrong,Kenedy,P.O. Box
78339,Banquete,Nueces,P.O. Box
78340,Bayside,Refugio,Standard
78341,Benavides,Duval,P.O. Box
78342,Ben Bolt,Jim Wells,P.O. Box
78343,Bishop,Nueces,Standard
78344,Bruni,Webb,Standard
78347,Chapman Ranch,Nueces,P.O. Box
78349,Concepcion,Duval,Standard
78350,Dinero,Live Oak,P.O. Box
78351,Driscoll,Nueces,P.O. Box
78352,Edroy,San Patricio,P.O. Box
78353,Encino,Brooks,Standard
78355,Falfurrias,Brooks,Standard
78357,Freer,Duval,Standard
78358,Fulton,Aransas,P.O. Box
78359,Gregory,San Patricio,P.O. Box
78360,Guerra,Jim Hogg,Standard
78361,Hebbronville,Jim Hogg,Standard
78362,Ingleside,San Patricio,Standard
78363,Kingsville,Kleberg,Standard
78364,Kingsville,Kleberg,P.O. Box
78368,Mathis,San Patricio,Standard
78369,Mirando City,Webb,Standard
78370,Odem,San Patricio,Standard
78371,Oilton,Webb,P.O. Box
78372,Orange Grove,Jim Wells,Standard
78373,Port Aransas,Nueces,Standard
78374,Portland,San Patricio,Standard
78375,Premont,Jim Wells,Standard
78376,Realitos,Duval,Standard
78377,Refugio,Refugio,Standard
78379,Riviera,Kleberg,Standard
78380,Robstown,Nueces,Standard
78381,Rockport,Aransas,P.O. Box
78382,Rockport,Aransas,Standard
78383,Sandia,Jim Wells,Standard
78384,San Diego,Duval,Standard
78385,Sarita,Kenedy,P.O. Box
78387,Sinton,San Patricio,Standard
78389,Skidmore,Bee,Standard
78390,Taft,San Patricio,Standard
78391,Tynan,Bee,Standard
78393,Woodsboro,Refugio,Standard
78401,Corpus Christi,Nueces,Standard
78402,Corpus Christi,Nueces,Standard
78403,Corpus Christi,Nueces,P.O. Box
78404,Corpus Christi,Nueces,Standard
78405,Corpus Christi,Nueces,Standard
78406,Corpus Christi,Nueces,Standard
78407,Corpus Christi,Nueces,Standard
78408,Corpus Christi,Nueces,Standard
78409,Corpus Christi,Nueces,Standard
78410,Corpus Christi,Nueces,Standard
78411,Corpus Christi,Nueces,Standard
78412,Corpus Christi,Nueces,Standard
78413,Corpus Christi,Nueces,Standard
78414,Corpus Christi,Nueces,Standard
78415,Corpus Christi,Nueces,Standard
78416,Corpus Christi,Nueces,Standard
78417,Corpus Christi,Nueces,Standard
78418,Corpus Christi,Nueces,Standard
78419,Corpus Christi,Nueces,Standard
78426,Corpus Christi,Nueces,P.O. Box
78427,Corpus Christi,Nueces,P.O. Box
78460,Corpus Christi,Nueces,P.O. Box
78463,Corpus Christi,Nueces,P.O. Box
78465,Corpus Christi,Nueces,P.O. Box
78466,Corpus Christi,Nueces,P.O. Box
78467,Corpus Christi,Nueces,P.O. Box
78468,Corpus Christi,Nueces,P.O. Box
78469,Corpus Christi,Nueces,P.O. Box
78472,Corpus Christi,Nueces,P.O. Box
78480,Corpus Christi,Nueces,P.O. Box
78501,Mcallen,Hidalgo,Standard
78502,Mcallen,Hidalgo,P.O. Box
78503,Mcallen,Hidalgo,Standard
78504,Mcallen,Hidalgo,Standard
78505,Mcallen,Hidalgo,P.O. Box
78516,Alamo,Hidalgo,Standard
78520,Brownsville,Cameron,Standard
78521,Brownsville,Cameron,Standard
78522,Brownsville,Cameron,P.O. Box
78523,Brownsville,Cameron,P.O. Box
78526,Brownsville,Cameron,Standard
78535,Combes,Cameron,P.O. Box
78536,Delmita,Starr,Standard
78537,Donna,Hidalgo,Standard
78538,Edcouch,Hidalgo,Standard
78539,Edinburg,Hidalgo,Standard
78540,Edinburg,Hidalgo,P.O. Box
78541,Edinburg,Hidalgo,Standard
78542,Edinburg,Hidalgo,Standard
78543,Elsa,Hidalgo,P.O. Box
78545,Falcon Heights,Starr,P.O. Box
78547,Garciasville,Starr,P.O. Box
78548,Grulla,Starr,P.O. Box
78549,Hargill,Hidalgo,P.O. Box
78550,Harlingen,Cameron,Standard
78551,Harlingen,Cameron,P.O. Box
78552,Harlingen,Cameron,Standard
78553,Harlingen,Cameron,P.O. Box
78557,Hidalgo,Hidalgo,Standard
78558,La Blanca,Hidalgo,P.O. Box
78559,La Feria,Cameron,Standard
78560,La Joya,Hidalgo,Standard
78561,Lasara,Willacy,P.O. Box
78562,La Villa,Hidalgo,P.O. Box
78563,Linn,Hidalgo,Standard
78564,Lopeno,Zapata,Standard
78565,Los Ebanos,Hidalgo,P.O. Box
78566,Los Fresnos,Cameron,Standard
78567,Los Indios,Cameron,P.O. Box
78568,Lozano,Cameron,P.O. Box
78569,Lyford,Willacy,Standard
78570,Mercedes,Hidalgo,Standard
78572,Mission,Hidalgo,Standard
78573,Mission,Hidalgo,Standard
78574,Mission,Hidalgo,Standard
78575,Olmito,Cameron,Standard
78576,Penitas,Hidalgo,Standard
78577,Pharr,Hidalgo,Standard
78578,Port Isabel,Cameron,Standard
78579,Progreso,Hidalgo,P.O. Box
78580,Raymondville,Willacy,Standard
78582,Rio Grande City,Starr,Standard
78583,Rio Hondo,Cameron,Standard
78584,Roma,Starr,Standard
78585,Salineno,Starr,P.O. Box
78586,San Benito,Cameron,Standard
78588,San Isidro,Starr,Standard
78589,San Juan,Hidalgo,Standard
78590,San Perlita,Willacy,P.O. Box
78591,Santa Elena,Starr,Standard
78592,Santa Maria,Cameron,P.O. Box
78593,Santa Rosa,Cameron,Standard
78594,Sebastian,Willacy,P.O. Box
78595,Sullivan City,Hidalgo,Standard
78596,Weslaco,Hidalgo,Standard
78597,South Padre Island,Cameron,Standard
78598,Port Mansfield,Willacy,P.O. Box
78599,Weslaco,Hidalgo,Standard
78602,Bastrop,Bastrop,Standard
78604,Belmont,Gonzales,P.O. Box
78605,Bertram,Burnet,Standard
78606,Blanco,Blanco,Standard
78607,Bluffton,Llano,Standard
78608,Briggs,Burnet,Standard
78609,Buchanan Dam,Llano,Standard
78610,Buda,Hays,Standard
78611,Burnet,Burnet,Standard
78612,Cedar Creek,Bastrop,Standard
78613,Cedar Park,Williamson,Standard
78614,Cost,Gonzales,Standard
78615,Coupland,Williamson,Standard
78616,Dale,Caldwell,Standard
78617,Del Valle,Travis,Standard
78618,Doss,Gillespie,Standard
78619,Driftwood,Hays,Standard
78620,Dripping Springs,Hays,Standard
78621,Elgin,Bastrop,Standard
78622,Fentress,Caldwell,P.O. Box
78623,Fischer,Comal,Standard
78624,Fredericksburg,Gillespie,Standard
78626,Georgetown,Williamson,Standard
78627,Georgetown,Williamson,P.O. Box
78628,Georgetown,Williamson,Standard
78629,Gonzales,Gonzales,Standard
78630,Cedar Park,Williamson,P.O. Box
78631,Harper,Gillespie,Standard
78632,Harwood,Gonzales,Standard
78633,Georgetown,Williamson,Standard
78634,Hutto,Williamson,Standard
78635,Hye,Blanco,Standard
78636,Johnson City,Blanco,Standard
78638,Kingsbury,Guadalupe,Standard
78639,Kingsland,Llano,Standard
78640,Kyle,Hays,Standard
78641,Leander,Williamson,Standard
78642,Liberty Hill,Williamson,Standard
78643,Llano,Llano,Standard
78644,Lockhart,Caldwell,Standard
78645,Leander,Travis,Standard
78646,Leander,Williamson,P.O. Box
78648,Luling,Caldwell,Standard
78650,Mc Dade,Bastrop,Standard
78651,Mc Neil,Travis,P.O. Box
78652,Manchaca,Travis,Standard
78653,Manor,Travis,Standard
78654,Marble Falls,Burnet,Standard
78655,Martindale,Caldwell,Standard
78656,Maxwell,Caldwell,Standard
78657,Horseshoe Bay,Llano,Standard
78658,Ottine,Gonzales,P.O. Box
78659,Paige,Bastrop,Standard
78660,Pflugerville,Travis,Standard
78661,Prairie Lea,Caldwell,P.O. Box
78662,Red Rock,Bastrop,Standard
78663,Round Mountain,Blanco,Standard
78664,Round Rock,Williamson,Standard
78665,Round Rock,Williamson,Standard
78666,San Marcos,Hays,Standard
78667,San Marcos,Hays,P.O. Box
78669,Spicewood,Travis,Standard
78670,Staples,Guadalupe,P.O. Box
78671,Stonewall,Gillespie,Standard
78672,Tow,Llano,Standard
78673,Walburg,Williamson,P.O. Box
78674,Weir,Williamson,P.O. Box
78675,Willow City,Gillespie,Standard
78676,Wimberley,Hays,Standard
78677,Wrightsboro,Gonzales,Standard
78680,Round Rock,Williamson,P.O. Box
78681,Round Rock,Williamson,Standard
78682,Round Rock,Williamson,Unique
78683,Round Rock,Williamson,P.O. Box
78691,Pflugerville,Travis,P.O. Box
78701,Austin,Travis,Standard
78702,Austin,Travis,Standard
78703,Austin,Travis,Standard
78704,Austin,Travis,Standard
78705,Austin,Travis,Standard
78708,Austin,Travis,P.O. Box
78709,Austin,Travis,P.O. Box
78710,Austin,Travis,Standard
78711,Austin,Travis,P.O. Box
78712,Austin,Travis,Standard
78713,Austin,Travis,P.O. Box
78714,Austin,Travis,P.O. Box
78715,Austin,Travis,P.O. Box
78716,Austin,Travis,P.O. Box
78717,Austin,Williamson,Standard
78718,Austin,Travis,P.O. Box
78719,Austin,Travis,Standard
78720,Austin,Travis,P.O. Box
78721,Austin,Travis,Standard
78722,Austin,Travis,Standard
78723,Austin,Travis,Standard
78724,Austin,Travis,Standard
78725,Austin,Travis,Standard
78726,Austin,Travis,Standard
78727,Austin,Travis,Standard
78728,Austin,Travis,Standard
78729,Austin,Williamson,Standard
78730,Austin,Travis,Standard
78731,Austin,Travis,Standard
78732,Austin,Travis,Standard
78733,Austin,Travis,Standard
78734,Austin,Travis,Standard
78735,Austin,Travis,Standard
78736,Austin,Travis,Standard
78737,Austin,Hays,Standard
78738,Austin,Travis,Standard
78739,Austin,Travis,Standard
78741,Austin,Travis,Standard
78742,Austin,Travis,Standard
78744,Austin,Travis,Standard
78745,Austin,Travis,Standard
78746,Austin,Travis,Standard
78747,Austin,Travis,Standard
78748,Austin,Travis,Standard
78749,Austin,Travis,Standard
78750,Austin,Travis,Standard
78751,Austin,Travis,Standard
78752,Austin,Travis,Standard
78753,Austin,Travis,Standard
78754,Austin,Travis,Standard
78755,Austin,Travis,P.O. Box
78756,Austin,Travis,Standard
78757,Austin,Travis,Standard
78758,Austin,Travis,Standard
78759,Austin,Travis,Standard
78760,Austin,Travis,P.O. Box
78761,Austin,Travis,P.O. Box
78762,Austin,Travis,P.O. Box
78763,Austin,Travis,P.O. Box
78764,Austin,Travis,P.O. Box
78765,Austin,Travis,P.O. Box
78766,Austin,Travis,P.O. Box
78767,Austin,Travis,P.O. Box
78768,Austin,Travis,P.O. Box
78772,Austin,Travis,Unique
78773,Austin,Travis,Unique
78774,Austin,Travis,Unique
78778,Austin,Travis,Unique
78779,Austin,Travis,Unique
78783,Austin,Travis,Unique
78799,Austin,Travis,Standard
78801,Uvalde,Uvalde,Standard
78802,Uvalde,Uvalde,P.O. Box
78827,Asherton,Dimmit,Standard
78828,Barksdale,Edwards,Standard
78829,Batesville,Zavala,Standard
78830,Big Wells,Dimmit,Standard
78832,Brackettville,Kinney,Standard
78833,Camp Wood,Real,Standard
78834,Carrizo Springs,Dimmit,Standard
78836,Catarina,Dimmit,P.O. Box
78837,Comstock,Val Verde,Standard
78838,Concan,Uvalde,Standard
78839,Crystal City,Zavala,Standard
78840,Del Rio,Val Verde,Standard
78841,Del Rio,Val Verde,P.O. Box
78842,Del Rio,Val Verde,P.O. Box
78843,Laughlin AFB,Val Verde,Standard
78847,Del Rio,Val Verde,Unique
78850,D Hanis,Medina,Standard
78851,Dryden,Terrell,Standard
78852,Eagle Pass,Maverick,Standard
78853,Eagle Pass,Maverick,P.O. Box
78860,El Indio,Maverick,P.O. Box
78861,Hondo,Medina,Standard
78870,Knippa,Uvalde,Standard
78871,Langtry,Val Verde,P.O. Box
78872,La Pryor,Zavala,P.O. Box
78873,Leakey,Real,Standard
78877,Quemado,Maverick,Standard
78879,Rio Frio,Real,Standard
78880,Rocksprings,Edwards,Standard
78881,Sabinal,Uvalde,Standard
78883,Tarpley,Bandera,Standard
78884,Utopia,Uvalde,Standard
78885,Vanderpool,Bandera,Standard
78886,Yancey,Medina,Standard
78931,Bleiblerville,Austin,Standard
78932,Carmine,Fayette,Standard
78933,Cat Spring,Austin,Standard
78934,Columbus,Colorado,Standard
78935,Alleyton,Colorado,Standard
78938,Ellinger,Fayette,Standard
78940,Fayetteville,Fayette,Standard
78941,Flatonia,Fayette,Standard
78942,Giddings,Lee,Standard
78943,Glidden,Colorado,Standard
78944,Industry,Austin,Standard
78945,La Grange,Fayette,Standard
78946,Ledbetter,Fayette,Standard
78947,Lexington,Lee,Standard
78948,Lincoln,Lee,Standard
78949,Muldoon,Fayette,Standard
78950,New Ulm,Austin,Standard
78951,Oakland,Colorado,P.O. Box
78952,Plum,Fayette,P.O. Box
78953,Rosanky,Bastrop,Standard
78954,Round Top,Fayette,Standard
78956,Schulenburg,Fayette,Standard
78957,Smithville,Bastrop,Standard
78959,Waelder,Gonzales,Standard
78960,Warda,Fayette,P.O. Box
78961,Warrenton,Fayette,P.O. Box
78962,Weimar,Colorado,Standard
78963,West Point,Fayette,Standard
79001,Adrian,Oldham,Standard
79002,Alanreed,Gray,P.O. Box
79003,Allison,Wheeler,P.O. Box
79005,Booker,Lipscomb,Standard
79007,Borger,Hutchinson,Standard
79008,Borger,Hutchinson,P.O. Box
79009,Bovina,Parmer,Standard
79010,Boys Ranch,Oldham,P.O. Box
79011,Briscoe,Wheeler,Standard
79012,Bushland,Potter,P.O. Box
79013,Cactus,Moore,Standard
79014,Canadian,Hemphill,Standard
79015,Canyon,Randall,Standard
79016,Canyon,Randall,Unique
79018,Channing,Hartley,Standard
79019,Claude,Armstrong,Standard
79021,Cotton Center,Hale,P.O. Box
79022,Dalhart,Dallam,Standard
79024,Darrouzett,Lipscomb,P.O. Box
79025,Dawn,Deaf Smith,P.O. Box
79027,Dimmitt,Castro,Standard
79029,Dumas,Moore,Standard
79031,Earth,Lamb,Standard
79032,Edmonson,Hale,P.O. Box
79033,Farnsworth,Ochiltree,P.O. Box
79034,Follett,Lipscomb,Standard
79035,Friona,Parmer,Standard
79036,Fritch,Hutchinson,Standard
79039,Groom,Carson,Standard
79040,Gruver,Hansford,Standard
79041,Hale Center,Hale,Standard
79042,Happy,Swisher,Standard
79043,Hart,Castro,Standard
79044,Hartley,Hartley,Standard
79045,Hereford,Deaf Smith,Standard
79046,Higgins,Lipscomb,Standard
79051,Kerrick,Dallam,P.O. Box
79052,Kress,Swisher,Standard
79053,Lazbuddie,Parmer,P.O. Box
79054,Lefors,Gray,P.O. Box
79056,Lipscomb,Lipscomb,Standard
79057,Mclean,Gray,Standard
79058,Masterson,Moore,Standard
79059,Miami,Roberts,Standard
79061,Mobeetie,Wheeler,Standard
79062,Morse,Hansford,Standard
79063,Nazareth,Castro,Standard
79064,Olton,Lamb,Standard
79065,Pampa,Gray,Standard
79066,Pampa,Gray,P.O. Box
79068,Panhandle,Carson,Standard
79070,Perryton,Ochiltree,Standard
79072,Plainview,Hale,Standard
79073,Plainview,Hale,P.O. Box
79077,Samnorwood,Collingsworth,P.O. Box
79078,Sanford,Hutchinson,P.O. Box
79079,Shamrock,Wheeler,Standard
79080,Skellytown,Carson,Standard
79081,Spearman,Hansford,Standard
79082,Springlake,Lamb,Standard
79083,Stinnett,Hutchinson,Standard
79084,Stratford,Sherman,Standard
79085,Summerfield,Castro,Standard
79086,Sunray,Moore,Standard
79087,Texline,Dallam,Standard
79088,Tulia,Swisher,Standard
79091,Umbarger,Randall,P.O. Box
79092,Vega,Oldham,Standard
79093,Waka,Ochiltree,P.O. Box
79094,Wayside,Armstrong,Standard
79095,Wellington,Collingsworth,Standard
79096,Wheeler,Wheeler,Standard
79097,White Deer,Carson,Standard
79098,Wildorado,Oldham,Standard
79101,Amarillo,Potter,Standard
79102,Amarillo,Potter,Standard
79103,Amarillo,Potter,Standard
79104,Amarillo,Potter,Standard
79105,Amarillo,Potter,P.O. Box
79106,Amarillo,Potter,Standard
79107,Amarillo,Potter,Standard
79108,Amarillo,Potter,Standard
79109,Amarillo,Randall,Standard
79110,Amarillo,Randall,Standard
79111,Amarillo,Potter,Standard
79114,Amarillo,Randall,P.O. Box
79116,Amarillo,Potter,P.O. Box
79117,Amarillo,Potter,P.O. Box
79118,Amarillo,Randall,Standard
79119,Amarillo,Randall,Standard
79120,Amarillo,Potter,P.O. Box
79121,Amarillo,Randall,Standard
79124,Amarillo,Potter,Standard
79159,Amarillo,Potter,P.O. Box
79166,Amarillo,Potter,Unique
79168,Amarillo,Potter,Unique
79172,Amarillo,Potter,Unique
79174,Amarillo,Potter,Unique
79178,Amarillo,Potter,Unique
79185,Amarillo,Potter,Unique
79189,Amarillo,Potter,P.O. Box
79201,Childress,Childress,Standard
79220,Afton,Dickens,Standard
79221,Aiken,Floyd,P.O. Box
79223,Cee Vee,Cottle,Standard
79225,Chillicothe,Hardeman,Standard
79226,Clarendon,Donley,Standard
79227,Crowell,Foard,Standard
79229,Dickens,Dickens,Standard
79230,Dodson,Collingsworth,Standard
79231,Dougherty,Floyd,P.O. Box
79233,Estelline,Hall,P.O. Box
79234,Flomot,Motley,Standard
79235,Floydada,Floyd,Standard
79236,Guthrie,King,P.O. Box
79237,Hedley,Donley,Standard
79239,Lakeview,Hall,Standard
79240,Lelia Lake,Donley,Standard
79241,Lockney,Floyd,Standard
79243,Mcadoo,Dickens,Standard
79244,Matador,Motley,Standard
79245,Memphis,Hall,Standard
79247,Odell,Wilbarger,Standard
79248,Paducah,Cottle,Standard
79250,Petersburg,Hale,Standard
79251,Quail,Collingsworth,Standard
79252,Quanah,Hardeman,Standard
79255,Quitaque,Briscoe,Standard
79256,Roaring Springs,Motley,Standard
79257,Silverton,Briscoe,Standard
79258,South Plains,Floyd,P.O. Box
79259,Tell,Childress,Standard
79261,Turkey,Hall,Standard
79311,Abernathy,Hale,Standard
79312,Amherst,Lamb,Standard
79313,Anton,Hockley,Standard
79314,Bledsoe,Cochran,P.O. Box
79316,Brownfield,Terry,Standard
79322,Crosbyton,Crosby,Standard
79323,Denver City,Yoakum,Standard
79324,Enochs,Bailey,Standard
79325,Farwell,Parmer,Standard
79326,Fieldton,Lamb,Standard
79329,Idalou,Lubbock,Standard
79330,Justiceburg,Garza,Standard
79331,Lamesa,Dawson,Standard
79336,Levelland,Hockley,Standard
79338,Levelland,Hockley,P.O. Box
79339,Littlefield,Lamb,Standard
79342,Loop,Gaines,Standard
79343,Lorenzo,Crosby,Standard
79344,Maple,Bailey,Standard
79345,Meadow,Terry,Standard
79346,Morton,Cochran,Standard
79347,Muleshoe,Bailey,Standard
79350,New Deal,Lubbock,P.O. Box
79351,Odonnell,Lynn,Standard
79353,Pep,Hockley,Standard
79355,Plains,Yoakum,Standard
79356,Post,Garza,Standard
79357,Ralls,Crosby,Standard
79358,Ropesville,Hockley,Standard
79359,Seagraves,Gaines,Standard
79360,Seminole,Gaines,Standard
79363,Shallowater,Lubbock,Standard
79364,Slaton,Lubbock,Standard
79366,Ransom Canyon,Lubbock,Standard
79367,Smyer,Hockley,P.O. Box
79369,Spade,Lamb,P.O. Box
79370,Spur,Dickens,Standard
79371,Sudan,Lamb,Standard
79372,Sundown,Hockley,P.O. Box
79373,Tahoka,Lynn,Standard
79376,Tokio,Yoakum,Standard
79377,Welch,Dawson,Standard
79378,Wellman,Terry,P.O. Box
79379,Whiteface,Cochran,P.O. Box
79380,Whitharral,Hockley,P.O. Box
79381,Wilson,Lynn,Standard
79382,Wolfforth,Lubbock,Standard
79383,New Home,Lynn,P.O. Box
79401,Lubbock,Lubbock,Standard
79402,Lubbock,Lubbock,Standard
79403,Lubbock,Lubbock,Standard
79404,Lubbock,Lubbock,Standard
79406,Lubbock,Lubbock,Standard
79407,Lubbock,Lubbock,Standard
79408,Lubbock,Lubbock,P.O. Box
79409,Lubbock,Lubbock,Standard
79410,Lubbock,Lubbock,Standard
79411,Lubbock,Lubbock,Standard
79412,Lubbock,Lubbock,Standard
79413,Lubbock,Lubbock,Standard
79414,Lubbock,Lubbock,Standard
79415,Lubbock,Lubbock,Standard
79416,Lubbock,Lubbock,Standard
79423,Lubbock,Lubbock,Standard
79424,Lubbock,Lubbock,Standard
79430,Lubbock,Lubbock,Unique
79452,Lubbock,Lubbock,P.O. Box
