Median Age,Population,Household Income,Per Capita Income,Name,Zip_Codes
35.3,36985.0,45874.0,22283.0,ZCTA5 30046,30046
37.9,66876.0,67897.0,28015.0,ZCTA5 30047,30047
36.3,63211.0,65993.0,25662.0,ZCTA5 30052,30052
42.9,11360.0,59929.0,25435.0,ZCTA5 30054,30054
40.4,3057.0,66848.0,27583.0,ZCTA5 30055,30055
42.0,2534.0,49844.0,24805.0,ZCTA5 30056,30056
35.7,56428.0,48811.0,22505.0,ZCTA5 30058,30058
32.4,39255.0,41130.0,19099.0,ZCTA5 30060,30060
40.4,67238.0,94437.0,42787.0,ZCTA5 30062,30062
40.7,47889.0,83375.0,40764.0,ZCTA5 30064,30064
40.7,54126.0,91364.0,42876.0,ZCTA5 30066,30066
33.2,46888.0,55681.0,39701.0,ZCTA5 30067,30067
44.5,32006.0,108105.0,52506.0,ZCTA5 30068,30068
28.4,476.0,26000.0,11635.0,ZCTA5 30070,30070
30.4,24943.0,43951.0,20293.0,ZCTA5 30071,30071
48.3,630.0,48571.0,37000.0,ZCTA5 30072,30072
42.9,53200.0,109786.0,53425.0,ZCTA5 30075,30075
35.9,45847.0,72719.0,38156.0,ZCTA5 30076,30076
38.7,34871.0,72207.0,31024.0,ZCTA5 30078,30078
37.6,2675.0,44706.0,28831.0,ZCTA5 30079,30079
33.5,54829.0,65159.0,40675.0,ZCTA5 30080,30080
36.6,28529.0,74180.0,35827.0,ZCTA5 30082,30082
34.3,57851.0,37871.0,18493.0,ZCTA5 30083,30083
40.5,37332.0,61938.0,31303.0,ZCTA5 30084,30084
42.5,38496.0,71833.0,34431.0,ZCTA5 30087,30087
37.2,28857.0,48283.0,21006.0,ZCTA5 30088,30088
35.9,35572.0,63446.0,38371.0,ZCTA5 30092,30092
29.0,55826.0,37862.0,16525.0,ZCTA5 30093,30093
40.8,33605.0,65269.0,27057.0,ZCTA5 30094,30094
34.7,68241.0,50771.0,26821.0,ZCTA5 30096,30096
40.5,46546.0,99904.0,47411.0,ZCTA5 30097,30097
37.3,58333.0,83534.0,34540.0,ZCTA5 30101,30101
36.5,40556.0,62051.0,27447.0,ZCTA5 30102,30102
37.9,15830.0,43093.0,21813.0,ZCTA5 30103,30103
44.3,4232.0,55833.0,24184.0,ZCTA5 30104,30104
48.9,1819.0,53846.0,28002.0,ZCTA5 30105,30105
37.5,22375.0,47659.0,23720.0,ZCTA5 30106,30106
41.2,14536.0,72695.0,29015.0,ZCTA5 30107,30107
43.5,7665.0,38676.0,21756.0,ZCTA5 30108,30108
38.8,12969.0,43178.0,24125.0,ZCTA5 30110,30110
41.2,6556.0,42328.0,20797.0,ZCTA5 30113,30113
37.3,53695.0,66756.0,31747.0,ZCTA5 30114,30114
38.6,38950.0,82759.0,34257.0,ZCTA5 30115,30115
37.7,23588.0,49179.0,24911.0,ZCTA5 30116,30116
31.4,36298.0,40228.0,22203.0,ZCTA5 30117,30117
19.6,2285.0,-666666666.0,3229.0,ZCTA5 30118,30118
36.0,40598.0,54257.0,25169.0,ZCTA5 30120,30120
35.2,23795.0,53614.0,25301.0,ZCTA5 30121,30121
33.1,26410.0,50905.0,23252.0,ZCTA5 30122,30122
41.4,3001.0,44306.0,22451.0,ZCTA5 30124,30124
37.6,24536.0,41979.0,23180.0,ZCTA5 30125,30125
36.9,39788.0,71208.0,37940.0,ZCTA5 30126,30126
39.5,65854.0,76150.0,32260.0,ZCTA5 30127,30127
35.6,38405.0,65043.0,27783.0,ZCTA5 30132,30132
35.9,43474.0,51295.0,22211.0,ZCTA5 30134,30134
37.5,65106.0,70020.0,27771.0,ZCTA5 30135,30135
37.4,1835.0,47411.0,22851.0,ZCTA5 30137,30137
38.9,4095.0,46331.0,19938.0,ZCTA5 30139,30139
38.6,23259.0,60361.0,27180.0,ZCTA5 30141,30141
47.4,22397.0,64679.0,31998.0,ZCTA5 30143,30143
29.8,55573.0,64754.0,29978.0,ZCTA5 30144,30144
45.0,7223.0,64332.0,27960.0,ZCTA5 30145,30145
40.3,4315.0,45460.0,23797.0,ZCTA5 30147,30147
38.4,579.0,41496.0,23933.0,ZCTA5 30148,30148
20.2,1876.0,-666666666.0,9722.0,ZCTA5 30149,30149
36.5,43653.0,82674.0,37929.0,ZCTA5 30152,30152
34.2,18176.0,38179.0,19653.0,ZCTA5 30153,30153
34.8,48747.0,61444.0,24151.0,ZCTA5 30157,30157
40.2,34636.0,39554.0,23491.0,ZCTA5 30161,30161
-666666666.0,0.0,-666666666.0,-666666666.0,ZCTA5 30164,30164
36.0,41374.0,50109.0,25247.0,ZCTA5 30165,30165
32.9,26307.0,41299.0,18712.0,ZCTA5 30168,30168
40.4,2766.0,49489.0,24689.0,ZCTA5 30170,30170
42.2,3359.0,61151.0,26319.0,ZCTA5 30171,30171
42.8,5755.0,49245.0,20830.0,ZCTA5 30173,30173
42.8,5485.0,44534.0,23001.0,ZCTA5 30175,30175
42.4,6657.0,43723.0,22459.0,ZCTA5 30176,30176
38.4,936.0,57409.0,33119.0,ZCTA5 30177,30177
39.9,2789.0,44146.0,25965.0,ZCTA5 30178,30178
37.0,17495.0,50680.0,23192.0,ZCTA5 30179,30179
35.4,36823.0,58454.0,26897.0,ZCTA5 30180,30180
46.3,2290.0,45505.0,25450.0,ZCTA5 30182,30182
42.7,5583.0,63601.0,24765.0,ZCTA5 30183,30183
44.9,6663.0,69773.0,30347.0,ZCTA5 30184,30184
40.1,4226.0,54767.0,23833.0,ZCTA5 30185,30185
40.1,8174.0,73779.0,28592.0,ZCTA5 30187,30187
37.8,61885.0,75205.0,34896.0,ZCTA5 30188,30188
39.0,37078.0,84666.0,37622.0,ZCTA5 30189,30189
38.2,12714.0,39808.0,19955.0,ZCTA5 30204,30204
46.4,3041.0,90536.0,39530.0,ZCTA5 30205,30205
41.1,3568.0,59091.0,23526.0,ZCTA5 30206,30206
34.5,31239.0,50863.0,23017.0,ZCTA5 30213,30213
45.8,28774.0,70732.0,34341.0,ZCTA5 30214,30214
41.8,36354.0,92507.0,39331.0,ZCTA5 30215,30215
35.1,2448.0,36319.0,17092.0,ZCTA5 30216,30216
41.2,9594.0,43528.0,20330.0,ZCTA5 30217,30217
52.3,1433.0,42230.0,22595.0,ZCTA5 30218,30218
34.3,5266.0,48734.0,20496.0,ZCTA5 30220,30220
42.7,3824.0,28125.0,18545.0,ZCTA5 30222,30222
39.8,36737.0,39852.0,19655.0,ZCTA5 30223,30223
38.6,24140.0,46299.0,26582.0,ZCTA5 30224,30224
33.5,40782.0,59661.0,22888.0,ZCTA5 30228,30228
40.4,9305.0,45079.0,21782.0,ZCTA5 30230,30230
40.9,22839.0,42137.0,24573.0,ZCTA5 30233,30233
33.7,1890.0,41667.0,17738.0,ZCTA5 30234,30234
33.3,47188.0,47014.0,21529.0,ZCTA5 30236,30236
32.4,38173.0,47161.0,18922.0,ZCTA5 30238,30238
35.6,30220.0,45020.0,23824.0,ZCTA5 30240,30240
34.6,24199.0,42967.0,20018.0,ZCTA5 30241,30241
33.3,24744.0,65076.0,25375.0,ZCTA5 30248,30248
34.4,853.0,-666666666.0,8645.0,ZCTA5 30250,30250
41.3,2240.0,36680.0,19760.0,ZCTA5 30251,30251
37.5,44728.0,77020.0,29468.0,ZCTA5 30252,30252
35.0,53647.0,61306.0,27896.0,ZCTA5 30253,30253
40.2,2540.0,46151.0,22809.0,ZCTA5 30256,30256
38.4,4740.0,43915.0,22417.0,ZCTA5 30257,30257
39.6,2542.0,52716.0,25865.0,ZCTA5 30258,30258
47.7,2653.0,57500.0,28072.0,ZCTA5 30259,30259
33.5,26395.0,45760.0,17790.0,ZCTA5 30260,30260
36.2,57226.0,51290.0,28391.0,ZCTA5 30263,30263
38.3,34766.0,81532.0,36380.0,ZCTA5 30265,30265
37.9,10425.0,50396.0,22268.0,ZCTA5 30268,30268
42.6,35760.0,92989.0,44733.0,ZCTA5 30269,30269
36.9,14730.0,56865.0,22478.0,ZCTA5 30273,30273
31.7,35558.0,40681.0,18022.0,ZCTA5 30274,30274
-666666666.0,0.0,-666666666.0,-666666666.0,ZCTA5 30275,30275
37.9,14763.0,76885.0,33943.0,ZCTA5 30276,30276
41.0,22262.0,83807.0,35097.0,ZCTA5 30277,30277
36.7,69320.0,54913.0,24794.0,ZCTA5 30281,30281
36.3,90.0,56563.0,18247.0,ZCTA5 30284,30284
45.9,541.0,32083.0,27129.0,ZCTA5 30285,30285
40.8,22739.0,33893.0,19338.0,ZCTA5 30286,30286
38.7,9467.0,51639.0,20948.0,ZCTA5 30288,30288
67.0,38.0,22250.0,21897.0,ZCTA5 30289,30289
41.1,8801.0,87500.0,38249.0,ZCTA5 30290,30290
32.0,21121.0,36147.0,17689.0,ZCTA5 30291,30291
37.7,6332.0,55645.0,21020.0,ZCTA5 30292,30292
45.5,3138.0,40238.0,22482.0,ZCTA5 30293,30293
36.5,40932.0,63411.0,26503.0,ZCTA5 30294,30294
37.9,4225.0,45590.0,21300.0,ZCTA5 30295,30295
35.1,28467.0,52598.0,21511.0,ZCTA5 30296,30296
30.5,28105.0,33565.0,14903.0,ZCTA5 30297,30297
21.9,6714.0,22383.0,10653.0,ZCTA5 30303,30303
37.1,23842.0,98506.0,87185.0,ZCTA5 30305,30305
35.7,23299.0,100380.0,75003.0,ZCTA5 30306,30306
36.0,19781.0,87009.0,65226.0,ZCTA5 30307,30307
33.1,17559.0,59945.0,53887.0,ZCTA5 30308,30308
34.4,23458.0,82514.0,73481.0,ZCTA5 30309,30309
35.1,30547.0,28333.0,18291.0,ZCTA5 30310,30310
37.5,36308.0,27540.0,18141.0,ZCTA5 30311,30311
34.1,21731.0,48802.0,37341.0,ZCTA5 30312,30312
21.2,11379.0,50172.0,15675.0,ZCTA5 30313,30313
25.7,25142.0,25920.0,13178.0,ZCTA5 30314,30314
33.6,34973.0,27525.0,17345.0,ZCTA5 30315,30315
35.5,33286.0,62299.0,34685.0,ZCTA5 30316,30316
36.2,13936.0,65061.0,36996.0,ZCTA5 30317,30317
31.7,49788.0,44586.0,31902.0,ZCTA5 30318,30318
36.9,40602.0,95670.0,67240.0,ZCTA5 30319,30319
19.9,2843.0,-666666666.0,2953.0,ZCTA5 30322,30322
33.7,26521.0,66748.0,56151.0,ZCTA5 30324,30324
36.4,5652.0,82102.0,75481.0,ZCTA5 30326,30326
45.6,23333.0,148480.0,101673.0,ZCTA5 30327,30327
37.6,36590.0,82991.0,53556.0,ZCTA5 30328,30328
30.9,28410.0,51589.0,31866.0,ZCTA5 30329,30329
35.0,64652.0,41303.0,24033.0,ZCTA5 30331,30331
20.1,3165.0,-666666666.0,2189.0,ZCTA5 30332,30332
-666666666.0,0.0,-666666666.0,-666666666.0,ZCTA5 30334,30334
38.5,393.0,-666666666.0,18035.0,ZCTA5 30336,30336
32.5,13781.0,29106.0,20322.0,ZCTA5 30337,30337
38.2,34560.0,96506.0,52366.0,ZCTA5 30338,30338
33.7,22163.0,77346.0,62064.0,ZCTA5 30339,30339
30.8,28834.0,44157.0,20863.0,ZCTA5 30340,30340
32.6,32680.0,56643.0,32007.0,ZCTA5 30341,30341
34.2,29218.0,76552.0,66995.0,ZCTA5 30342,30342
36.3,33127.0,39655.0,22252.0,ZCTA5 30344,30344
34.1,25831.0,71914.0,44199.0,ZCTA5 30345,30345
34.2,5363.0,82367.0,59219.0,ZCTA5 30346,30346
32.6,73310.0,46998.0,23245.0,ZCTA5 30349,30349
34.2,38840.0,61292.0,45860.0,ZCTA5 30350,30350
33.5,16886.0,33283.0,17945.0,ZCTA5 30354,30354
35.2,15997.0,62649.0,29813.0,ZCTA5 30360,30360
28.7,3165.0,60278.0,49110.0,ZCTA5 30363,30363
36.7,13373.0,33677.0,17919.0,ZCTA5 30401,30401
40.1,1581.0,52381.0,24151.0,ZCTA5 30410,30410
37.1,4713.0,33897.0,10028.0,ZCTA5 30411,30411
39.8,84.0,78750.0,26971.0,ZCTA5 30412,30412
41.6,2031.0,32083.0,20662.0,ZCTA5 30413,30413
40.6,6489.0,48362.0,23595.0,ZCTA5 30415,30415
37.3,10873.0,39013.0,20719.0,ZCTA5 30417,30417
46.5,897.0,32813.0,22345.0,ZCTA5 30420,30420
41.2,3566.0,41970.0,21801.0,ZCTA5 30421,30421
45.4,150.0,52546.0,45693.0,ZCTA5 30423,30423
41.3,1172.0,48194.0,21446.0,ZCTA5 30425,30425
31.7,742.0,27159.0,13690.0,ZCTA5 30426,30426
35.8,12645.0,44613.0,18227.0,ZCTA5 30427,30427
47.3,2765.0,30903.0,15167.0,ZCTA5 30428,30428
41.1,190.0,51838.0,13261.0,ZCTA5 30429,30429
34.9,5414.0,27133.0,16919.0,ZCTA5 30434,30434
37.0,11699.0,32783.0,18612.0,ZCTA5 30436,30436
40.3,27.0,-666666666.0,18385.0,ZCTA5 30438,30438
37.8,10840.0,33115.0,18191.0,ZCTA5 30439,30439
39.6,1746.0,35160.0,21709.0,ZCTA5 30441,30441
38.9,7895.0,26677.0,14911.0,ZCTA5 30442,30442
39.1,3865.0,36176.0,16551.0,ZCTA5 30445,30445
34.8,1198.0,37833.0,14835.0,ZCTA5 30446,30446
53.8,41.0,-666666666.0,35920.0,ZCTA5 30448,30448
35.2,174.0,45179.0,20657.0,ZCTA5 30449,30449
45.8,2113.0,30918.0,15659.0,ZCTA5 30450,30450
56.5,40.0,-666666666.0,28828.0,ZCTA5 30451,30451
42.9,1133.0,39861.0,22759.0,ZCTA5 30452,30452
35.0,10404.0,27243.0,10907.0,ZCTA5 30453,30453
35.7,875.0,32181.0,16252.0,ZCTA5 30454,30454
50.3,472.0,34000.0,20567.0,ZCTA5 30455,30455
38.3,2178.0,34476.0,16924.0,ZCTA5 30456,30456
42.6,5806.0,38550.0,21140.0,ZCTA5 30457,30457
24.4,43445.0,32029.0,19013.0,ZCTA5 30458,30458
19.5,1816.0,-666666666.0,2582.0,ZCTA5 30460,30460
35.8,14105.0,60407.0,26494.0,ZCTA5 30461,30461
38.5,38.0,28000.0,12947.0,ZCTA5 30464,30464
41.7,12149.0,36282.0,20893.0,ZCTA5 30467,30467
36.3,340.0,32500.0,22399.0,ZCTA5 30470,30470
35.2,5534.0,30238.0,15332.0,ZCTA5 30471,30471
48.5,2241.0,37377.0,22508.0,ZCTA5 30473,30473
35.3,17397.0,40987.0,23116.0,ZCTA5 30474,30474
-666666666.0,0.0,-666666666.0,-666666666.0,ZCTA5 30475,30475
41.1,2821.0,26494.0,15299.0,ZCTA5 30477,30477
31.2,28925.0,41268.0,20879.0,ZCTA5 30501,30501
30.8,25466.0,44259.0,20703.0,ZCTA5 30504,30504
41.4,43738.0,72476.0,33677.0,ZCTA5 30506,30506
32.9,30441.0,47159.0,18483.0,ZCTA5 30507,30507
36.7,8615.0,36934.0,14483.0,ZCTA5 30510,30510
31.1,4091.0,44000.0,18841.0,ZCTA5 30511,30511
54.4,20299.0,42327.0,27526.0,ZCTA5 30512,30512
50.2,11704.0,40957.0,24393.0,ZCTA5 30513,30513
43.8,1851.0,32431.0,17372.0,ZCTA5 30516,30516
36.3,13366.0,82371.0,35766.0,ZCTA5 30517,30517
36.6,50519.0,70504.0,29146.0,ZCTA5 30518,30518
35.2,45736.0,76982.0,30843.0,ZCTA5 30519,30519
38.8,4781.0,38692.0,17889.0,ZCTA5 30520,30520
45.0,5271.0,43750.0,19351.0,ZCTA5 30521,30521
57.3,870.0,32905.0,31201.0,ZCTA5 30522,30522
47.9,12288.0,45896.0,26208.0,ZCTA5 30523,30523
49.2,7105.0,36310.0,27287.0,ZCTA5 30525,30525
43.5,4527.0,60336.0,25181.0,ZCTA5 30527,30527
42.5,24135.0,43891.0,22585.0,ZCTA5 30528,30528
36.8,10766.0,44854.0,21262.0,ZCTA5 30529,30529
37.7,6324.0,45037.0,19941.0,ZCTA5 30530,30530
37.5,10510.0,42043.0,20485.0,ZCTA5 30531,30531
38.1,26412.0,44986.0,24132.0,ZCTA5 30533,30533
41.7,28586.0,59004.0,30000.0,ZCTA5 30534,30534
38.9,7884.0,48493.0,21098.0,ZCTA5 30535,30535
50.8,7960.0,45723.0,26784.0,ZCTA5 30536,30536
42.6,1469.0,47109.0,27814.0,ZCTA5 30537,30537
44.8,2496.0,46762.0,23801.0,ZCTA5 30538,30538
42.8,19608.0,47001.0,21752.0,ZCTA5 30540,30540
52.6,1472.0,48333.0,24337.0,ZCTA5 30541,30541
38.5,35973.0,70314.0,30071.0,ZCTA5 30542,30542
37.6,4997.0,60362.0,23070.0,ZCTA5 30543,30543
50.8,713.0,38750.0,26985.0,ZCTA5 30545,30545
58.3,6670.0,42169.0,25681.0,ZCTA5 30546,30546
48.1,3065.0,43750.0,20887.0,ZCTA5 30547,30547
42.5,18202.0,84915.0,36583.0,ZCTA5 30548,30548
39.2,24132.0,60828.0,26782.0,ZCTA5 30549,30549
44.1,1761.0,42292.0,24732.0,ZCTA5 30552,30552
40.6,7907.0,43986.0,22206.0,ZCTA5 30553,30553
37.1,7486.0,53075.0,22868.0,ZCTA5 30554,30554
43.8,2312.0,32188.0,22090.0,ZCTA5 30555,30555
45.9,4432.0,40838.0,21904.0,ZCTA5 30557,30557
39.8,5761.0,41274.0,20010.0,ZCTA5 30558,30558
47.6,4714.0,49975.0,27127.0,ZCTA5 30559,30559
56.1,4595.0,51250.0,25788.0,ZCTA5 30560,30560
44.3,1257.0,28571.0,14425.0,ZCTA5 30562,30562
36.8,5875.0,47389.0,20297.0,ZCTA5 30563,30563
37.7,3114.0,46867.0,22889.0,ZCTA5 30564,30564
40.3,4393.0,45000.0,20998.0,ZCTA5 30565,30565
35.2,8126.0,50869.0,27602.0,ZCTA5 30566,30566
39.8,3269.0,57734.0,29695.0,ZCTA5 30567,30567
53.2,1921.0,47448.0,34308.0,ZCTA5 30568,30568
57.4,3701.0,45949.0,29940.0,ZCTA5 30571,30571
57.4,1017.0,50294.0,19946.0,ZCTA5 30572,30572
48.8,252.0,132250.0,40028.0,ZCTA5 30573,30573
42.6,1192.0,46042.0,16200.0,ZCTA5 30575,30575
48.7,2331.0,39527.0,23578.0,ZCTA5 30576,30576
41.8,22339.0,38945.0,20887.0,ZCTA5 30577,30577
26.2,35.0,-666666666.0,,ZCTA5 30581,30581
40.5,5044.0,40745.0,17093.0,ZCTA5 30582,30582
26.0,23794.0,23338.0,14940.0,ZCTA5 30601,30601
19.5,2669.0,-666666666.0,1946.0,ZCTA5 30602,30602
25.2,40956.0,31803.0,20719.0,ZCTA5 30605,30605
33.1,42338.0,44046.0,29876.0,ZCTA5 30606,30606
31.3,11712.0,51230.0,20397.0,ZCTA5 30607,30607
18.9,2195.0,-666666666.0,2463.0,ZCTA5 30609,30609
37.8,1286.0,43482.0,23782.0,ZCTA5 30619,30619
35.5,12891.0,65824.0,24023.0,ZCTA5 30620,30620
37.8,5779.0,88341.0,36300.0,ZCTA5 30621,30621
42.3,10666.0,58212.0,32369.0,ZCTA5 30622,30622
45.5,203.0,-666666666.0,20154.0,ZCTA5 30623,30623
38.0,3365.0,34345.0,16329.0,ZCTA5 30624,30624
51.0,2311.0,65893.0,29805.0,ZCTA5 30625,30625
47.1,2430.0,40948.0,22762.0,ZCTA5 30627,30627
41.1,7348.0,57366.0,25758.0,ZCTA5 30628,30628
40.0,4617.0,37222.0,21351.0,ZCTA5 30629,30629
48.7,2173.0,41946.0,21422.0,ZCTA5 30630,30630
43.8,1881.0,31136.0,17679.0,ZCTA5 30631,30631
40.5,8990.0,49192.0,21734.0,ZCTA5 30633,30633
49.9,2097.0,36438.0,23501.0,ZCTA5 30634,30634
42.5,14720.0,35669.0,21695.0,ZCTA5 30635,30635
49.8,1986.0,49250.0,28207.0,ZCTA5 30641,30641
52.1,11449.0,50566.0,39629.0,ZCTA5 30642,30642
43.5,16244.0,42116.0,22327.0,ZCTA5 30643,30643
42.0,6226.0,46458.0,24067.0,ZCTA5 30646,30646
42.8,3101.0,41582.0,19868.0,ZCTA5 30648,30648
44.7,11616.0,55191.0,29127.0,ZCTA5 30650,30650
35.6,24957.0,46391.0,22317.0,ZCTA5 30655,30655
39.1,15700.0,57823.0,26121.0,ZCTA5 30656,30656
45.0,1019.0,45313.0,16407.0,ZCTA5 30660,30660
37.2,8743.0,30648.0,19443.0,ZCTA5 30662,30662
44.3,2978.0,44940.0,24642.0,ZCTA5 30663,30663
59.2,32.0,40694.0,20641.0,ZCTA5 30664,30664
24.4,126.0,22500.0,7910.0,ZCTA5 30665,30665
36.5,10264.0,62500.0,26988.0,ZCTA5 30666,30666
44.4,1051.0,53026.0,23324.0,ZCTA5 30667,30667
55.2,1405.0,28669.0,20989.0,ZCTA5 30668,30668
38.0,3360.0,27200.0,15570.0,ZCTA5 30669,30669
43.4,7864.0,33895.0,22858.0,ZCTA5 30673,30673
40.7,18786.0,69189.0,36308.0,ZCTA5 30677,30677
49.3,1462.0,50573.0,28174.0,ZCTA5 30678,30678
35.4,42196.0,53263.0,21919.0,ZCTA5 30680,30680
42.8,6420.0,50140.0,25384.0,ZCTA5 30683,30683
36.0,40086.0,44032.0,21149.0,ZCTA5 30701,30701
37.3,33534.0,41646.0,19118.0,ZCTA5 30705,30705
42.1,15335.0,48790.0,25261.0,ZCTA5 30707,30707
33.1,203.0,-666666666.0,32315.0,ZCTA5 30708,30708
44.5,6759.0,60320.0,29182.0,ZCTA5 30710,30710
41.6,3454.0,39688.0,18511.0,ZCTA5 30711,30711
33.1,28480.0,47895.0,24256.0,ZCTA5 30720,30720
34.1,53668.0,40081.0,18243.0,ZCTA5 30721,30721
42.3,4317.0,57500.0,25922.0,ZCTA5 30725,30725
-666666666.0,0.0,-666666666.0,-666666666.0,ZCTA5 30726,30726
38.6,21103.0,41002.0,21658.0,ZCTA5 30728,30728
35.9,2010.0,36471.0,20946.0,ZCTA5 30730,30730
43.5,2293.0,36813.0,20633.0,ZCTA5 30731,30731
44.6,2093.0,36375.0,17538.0,ZCTA5 30733,30733
44.4,3807.0,44145.0,22163.0,ZCTA5 30734,30734
42.6,5880.0,45000.0,23015.0,ZCTA5 30735,30735
39.1,43301.0,63682.0,27449.0,ZCTA5 30736,30736
50.6,3509.0,58354.0,28965.0,ZCTA5 30738,30738
41.9,5821.0,72181.0,23155.0,ZCTA5 30739,30739
43.6,8328.0,56228.0,35522.0,ZCTA5 30740,30740
41.9,29022.0,35519.0,19959.0,ZCTA5 30741,30741
34.8,7778.0,41990.0,19430.0,ZCTA5 30742,30742
51.0,1133.0,30857.0,20412.0,ZCTA5 30746,30746
42.6,15843.0,35331.0,18114.0,ZCTA5 30747,30747
27.1,4795.0,71550.0,30354.0,ZCTA5 30750,30750
65.1,52.0,51477.0,29371.0,ZCTA5 30751,30751
43.5,8426.0,40255.0,23403.0,ZCTA5 30752,30752
38.3,7028.0,37255.0,16230.0,ZCTA5 30753,30753
41.5,8749.0,48433.0,23176.0,ZCTA5 30755,30755
23.4,180.0,18815.0,9979.0,ZCTA5 30756,30756
47.8,2339.0,31004.0,21365.0,ZCTA5 30757,30757
46.5,5753.0,57634.0,24851.0,ZCTA5 30802,30802
37.5,1031.0,37019.0,14941.0,ZCTA5 30803,30803
35.7,2796.0,33050.0,19812.0,ZCTA5 30805,30805
41.7,114.0,45625.0,25668.0,ZCTA5 30807,30807
41.3,4736.0,41379.0,19604.0,ZCTA5 30808,30808
37.2,45453.0,97435.0,36772.0,ZCTA5 30809,30809
42.3,1957.0,43108.0,19251.0,ZCTA5 30810,30810
66.0,318.0,-666666666.0,6652.0,ZCTA5 30812,30812
31.5,41337.0,71476.0,25750.0,ZCTA5 30813,30813
40.4,7916.0,50206.0,22113.0,ZCTA5 30814,30814
37.3,40047.0,48696.0,21346.0,ZCTA5 30815,30815
41.2,1839.0,64625.0,27134.0,ZCTA5 30816,30816
46.0,7569.0,38328.0,24405.0,ZCTA5 30817,30817
31.0,642.0,44412.0,21720.0,ZCTA5 30818,30818
43.1,1272.0,45074.0,18641.0,ZCTA5 30820,30820
54.0,693.0,37708.0,21131.0,ZCTA5 30821,30821
43.8,643.0,31500.0,14962.0,ZCTA5 30822,30822
43.8,1837.0,31875.0,17733.0,ZCTA5 30823,30823
37.0,16733.0,40000.0,20689.0,ZCTA5 30824,30824
41.1,4243.0,28974.0,20599.0,ZCTA5 30828,30828
36.8,14105.0,38511.0,20396.0,ZCTA5 30830,30830
38.5,3187.0,30978.0,17933.0,ZCTA5 30833,30833
37.1,16461.0,20299.0,12709.0,ZCTA5 30901,30901
36.3,692.0,86078.0,28457.0,ZCTA5 30903,30903
34.3,25616.0,35594.0,22353.0,ZCTA5 30904,30904
21.7,7754.0,50463.0,22345.0,ZCTA5 30905,30905
34.7,59275.0,34303.0,17288.0,ZCTA5 30906,30906
40.8,51767.0,63815.0,33260.0,ZCTA5 30907,30907
32.7,43073.0,48280.0,29009.0,ZCTA5 30909,30909
27.3,167.0,-666666666.0,12943.0,ZCTA5 30912,30912
39.4,4707.0,31726.0,11152.0,ZCTA5 31001,31001
42.5,2997.0,30978.0,18025.0,ZCTA5 31002,31002
50.9,99.0,36250.0,15601.0,ZCTA5 31003,31003
34.2,17524.0,73325.0,29458.0,ZCTA5 31005,31005
43.5,4556.0,28934.0,19766.0,ZCTA5 31006,31006
47.8,1019.0,29811.0,17868.0,ZCTA5 31007,31007
41.0,18184.0,55026.0,26353.0,ZCTA5 31008,31008
43.5,1422.0,24646.0,17052.0,ZCTA5 31009,31009
38.8,764.0,50375.0,25835.0,ZCTA5 31011,31011
43.6,2951.0,35750.0,8874.0,ZCTA5 31012,31012
37.6,13444.0,39215.0,20497.0,ZCTA5 31014,31014
37.3,21673.0,32343.0,21205.0,ZCTA5 31015,31015
40.7,1709.0,41548.0,18820.0,ZCTA5 31016,31016
53.1,1577.0,35347.0,19073.0,ZCTA5 31017,31017
39.0,2536.0,42585.0,9633.0,ZCTA5 31018,31018
36.9,2323.0,34475.0,17855.0,ZCTA5 31019,31019
45.2,1811.0,28864.0,17589.0,ZCTA5 31020,31020
38.5,27710.0,36117.0,22064.0,ZCTA5 31021,31021
34.9,1611.0,61200.0,23813.0,ZCTA5 31022,31022
40.4,14204.0,35198.0,19995.0,ZCTA5 31023,31023
45.2,20334.0,48145.0,27167.0,ZCTA5 31024,31024
51.7,1021.0,86964.0,37272.0,ZCTA5 31025,31025
36.0,9292.0,29595.0,17829.0,ZCTA5 31027,31027
38.9,6137.0,51949.0,29549.0,ZCTA5 31028,31028
39.4,16787.0,46044.0,25033.0,ZCTA5 31029,31029
32.8,17994.0,34586.0,19124.0,ZCTA5 31030,31030
37.2,6217.0,36605.0,22016.0,ZCTA5 31031,31031
38.2,14275.0,62334.0,28746.0,ZCTA5 31032,31032
45.7,2190.0,47202.0,24118.0,ZCTA5 31033,31033
39.0,1368.0,41466.0,18338.0,ZCTA5 31035,31035
42.2,12457.0,44392.0,21491.0,ZCTA5 31036,31036
33.6,4438.0,28621.0,10780.0,ZCTA5 31037,31037
54.1,609.0,43852.0,35374.0,ZCTA5 31038,31038
-666666666.0,0.0,-666666666.0,-666666666.0,ZCTA5 31039,31039
54.5,748.0,27500.0,20265.0,ZCTA5 31041,31041
46.9,1415.0,53229.0,24809.0,ZCTA5 31042,31042
45.9,3771.0,30795.0,17213.0,ZCTA5 31044,31044
63.2,67.0,-666666666.0,12034.0,ZCTA5 31045,31045
50.7,3064.0,60299.0,30270.0,ZCTA5 31046,31046
37.6,13530.0,79950.0,31012.0,ZCTA5 31047,31047
39.7,1909.0,43519.0,17861.0,ZCTA5 31049,31049
37.1,1003.0,29540.0,14749.0,ZCTA5 31050,31050
39.8,188.0,24063.0,16592.0,ZCTA5 31051,31051
45.8,8678.0,60755.0,26757.0,ZCTA5 31052,31052
44.2,1677.0,38300.0,20190.0,ZCTA5 31054,31054
